Account_ID,Date,Transaction_details,Chq_no,Value_date,Withdrawal_amt,Withdrawal_currency,Deposit_amt,Deposit_currency,Balance_amt
ACC00036,14-01-2023,Utility Bill,,14-01-2023,795.9,SGD,10.2,INR,3925.32
ACC00022,15-01-2023,Online Transfer,,15-01-2023,82.04,SGD,101.59,USD,4851.88
ACC00037,15-01-2023,Salary Credit,,15-01-2023,504.15,EUR,495.38,INR,1121.06
ACC00048,15-01-2023,POS Purchase,,15-01-2023,110.22,USD,999.75,SGD,3561.67
ACC00046,15-01-2023,POS Purchase,,15-01-2023,622.18,SGD,859.93,JPY,3153.59
ACC00022,15-01-2023,ATM Withdrawal,,15-01-2023,878.69,JPY,627.66,SGD,1184.17
ACC00015,15-01-2023,Utility Bill,,15-01-2023,774.54,USD,500.15,INR,2425.67
ACC00024,15-01-2023,ATM Withdrawal,,15-01-2023,161.95,INR,541.12,SGD,1996.82
ACC00028,16-01-2023,Utility Bill,,16-01-2023,567.54,SGD,642.31,EUR,3963.64
ACC00034,16-01-2023,Salary Credit,,16-01-2023,647.03,USD,911.46,SGD,2499.97
ACC00005,16-01-2023,POS Purchase,,16-01-2023,830.35,JPY,498.22,INR,1778.57
ACC00006,16-01-2023,Utility Bill,,16-01-2023,591.06,JPY,80.62,INR,1151.89
ACC00025,17-01-2023,Salary Credit,,17-01-2023,111.93,SGD,295.83,INR,2941.63
ACC00030,17-01-2023,Online Transfer,,17-01-2023,336.92,JPY,736.54,JPY,2277.13
ACC00046,17-01-2023,POS Purchase,,17-01-2023,990.29,EUR,832.84,EUR,3344.93
ACC00045,17-01-2023,Utility Bill,,17-01-2023,776.84,USD,982.62,JPY,3871.65
ACC00040,17-01-2023,ATM Withdrawal,,17-01-2023,790.81,JPY,95.96,USD,2729.86
ACC00019,17-01-2023,Salary Credit,,17-01-2023,155.4,USD,469.63,INR,3842.56
ACC00008,17-01-2023,POS Purchase,,17-01-2023,121.44,SGD,347.58,EUR,1604.48
ACC00037,18-01-2023,Salary Credit,,18-01-2023,205.35,INR,871.79,SGD,1266.43
ACC00048,18-01-2023,Utility Bill,,18-01-2023,180.06,INR,445.03,EUR,4307.91
ACC00045,18-01-2023,Utility Bill,,18-01-2023,170.18,EUR,440.89,SGD,1465.29
ACC00004,18-01-2023,Salary Credit,,18-01-2023,826.51,USD,524.47,JPY,3645.2
ACC00019,18-01-2023,Online Transfer,,18-01-2023,360.48,JPY,841.37,SGD,3248.02
ACC00029,18-01-2023,POS Purchase,,18-01-2023,192.29,INR,100.81,USD,2926.04
ACC00049,18-01-2023,Salary Credit,,18-01-2023,607.08,INR,724.66,EUR,3127.36
ACC00022,19-01-2023,POS Purchase,,19-01-2023,61.65,INR,777.27,INR,3977.42
ACC00045,19-01-2023,Salary Credit,,19-01-2023,817.62,JPY,418.95,INR,2995.74
ACC00023,19-01-2023,Online Transfer,,19-01-2023,711.35,USD,79.51,SGD,3842.22
ACC00043,20-01-2023,Utility Bill,,20-01-2023,618.2,SGD,402.74,INR,1862.51
ACC00013,20-01-2023,POS Purchase,,20-01-2023,263.42,INR,558.16,SGD,1333.31
ACC00024,20-01-2023,Salary Credit,,20-01-2023,246.47,JPY,985.25,SGD,1910.73
ACC00002,20-01-2023,ATM Withdrawal,,20-01-2023,677.86,SGD,731.41,EUR,2600.85
ACC00035,21-01-2023,Online Transfer,,21-01-2023,603.42,INR,54.47,SGD,2576.98
ACC00008,21-01-2023,Salary Credit,,21-01-2023,471.63,JPY,880.31,USD,2661.76
ACC00029,21-01-2023,POS Purchase,,21-01-2023,19.96,INR,658.05,SGD,3853.32
ACC00020,22-01-2023,Salary Credit,,22-01-2023,838.04,EUR,76.7,INR,1086.52
ACC00044,22-01-2023,ATM Withdrawal,,22-01-2023,581.19,INR,688.65,EUR,3336.28
ACC00042,22-01-2023,POS Purchase,,22-01-2023,635.81,JPY,436.86,USD,1905.73
ACC00026,22-01-2023,POS Purchase,,22-01-2023,935.91,SGD,453.17,JPY,1953.15
ACC00040,22-01-2023,Utility Bill,,22-01-2023,311.99,JPY,382.89,INR,4482.8
ACC00038,22-01-2023,ATM Withdrawal,,22-01-2023,340.12,INR,976.48,EUR,3185.37
ACC00021,23-01-2023,Utility Bill,,23-01-2023,492.98,SGD,312.22,INR,1968.6
ACC00015,23-01-2023,Utility Bill,,23-01-2023,510.62,USD,164.73,INR,2911.78
ACC00008,23-01-2023,ATM Withdrawal,,23-01-2023,165.93,EUR,441.2,INR,1940.48
ACC00047,23-01-2023,ATM Withdrawal,,23-01-2023,589,SGD,152.39,JPY,2413.99
ACC00045,24-01-2023,ATM Withdrawal,,24-01-2023,475.74,EUR,291.19,INR,2723.44
ACC00018,24-01-2023,POS Purchase,,24-01-2023,319.48,SGD,210.31,INR,3208.23
ACC00020,24-01-2023,Utility Bill,,24-01-2023,556.19,USD,330.76,JPY,3768.83
ACC00025,24-01-2023,ATM Withdrawal,,24-01-2023,782.11,USD,747.52,SGD,3103.82
ACC00039,24-01-2023,Utility Bill,,24-01-2023,480.06,USD,449.14,JPY,2523.5
ACC00039,24-01-2023,Online Transfer,,24-01-2023,65.32,SGD,560.35,INR,4312.12
ACC00031,25-01-2023,ATM Withdrawal,,25-01-2023,102.2,INR,670.44,EUR,2124.55
ACC00025,25-01-2023,ATM Withdrawal,,25-01-2023,833.12,EUR,24.05,EUR,1331.76
ACC00016,25-01-2023,ATM Withdrawal,,25-01-2023,85.77,JPY,279.11,SGD,3642.38
ACC00027,25-01-2023,ATM Withdrawal,,25-01-2023,397.63,INR,49.78,INR,3728.48
ACC00036,26-01-2023,POS Purchase,,26-01-2023,939.23,USD,489.53,USD,1186.19
ACC00043,26-01-2023,Online Transfer,,26-01-2023,870.86,JPY,553.3,JPY,2642.87
ACC00014,26-01-2023,POS Purchase,,26-01-2023,871.24,USD,284.14,EUR,3876.33
ACC00022,27-01-2023,POS Purchase,,27-01-2023,862.23,SGD,925.62,EUR,1633.55
ACC00020,27-01-2023,Salary Credit,,27-01-2023,846.45,SGD,389.56,INR,3431.99
ACC00021,27-01-2023,Utility Bill,,27-01-2023,579.53,JPY,471.73,USD,1418.81
ACC00021,27-01-2023,POS Purchase,,27-01-2023,439.98,INR,483.95,EUR,2764.38
ACC00044,27-01-2023,POS Purchase,,27-01-2023,549.31,EUR,144.7,USD,4534.45
ACC00010,27-01-2023,Utility Bill,,27-01-2023,963.46,JPY,989.84,JPY,3978.11
ACC00021,27-01-2023,POS Purchase,,27-01-2023,585.07,SGD,174.71,INR,4679.24
ACC00028,28-01-2023,Utility Bill,,28-01-2023,528.03,SGD,789.75,USD,2478.63
ACC00027,28-01-2023,ATM Withdrawal,,28-01-2023,220.9,JPY,14.41,EUR,4897.97
ACC00035,28-01-2023,ATM Withdrawal,,28-01-2023,582.3,INR,769.53,EUR,1067.08
ACC00016,28-01-2023,POS Purchase,,28-01-2023,972.09,INR,510.86,USD,4353.71
ACC00028,29-01-2023,Utility Bill,,29-01-2023,223.43,SGD,41.38,JPY,1396.47
ACC00025,29-01-2023,Salary Credit,,29-01-2023,674.09,SGD,693.04,INR,2534.54
ACC00046,29-01-2023,POS Purchase,,29-01-2023,804.39,INR,403.38,EUR,4356.71
ACC00003,29-01-2023,Utility Bill,,29-01-2023,935.91,SGD,644.23,USD,4445.43
ACC00012,29-01-2023,Salary Credit,,29-01-2023,146.05,JPY,146.77,JPY,4242.2
ACC00030,29-01-2023,Utility Bill,,29-01-2023,640.69,JPY,870.05,JPY,4734.5
ACC00024,29-01-2023,POS Purchase,,29-01-2023,173.49,SGD,697.08,EUR,1345.53
ACC00036,30-01-2023,Utility Bill,,30-01-2023,417.63,USD,486.6,EUR,2069.63
ACC00004,30-01-2023,POS Purchase,,30-01-2023,184.13,INR,823.23,INR,3717.48
ACC00013,30-01-2023,ATM Withdrawal,,30-01-2023,93.96,USD,123.37,JPY,3697.27
ACC00009,30-01-2023,Online Transfer,,30-01-2023,73.44,JPY,99.53,INR,4806.36
ACC00014,30-01-2023,POS Purchase,,30-01-2023,210.99,JPY,24.35,USD,3387.3
ACC00004,30-01-2023,Online Transfer,,30-01-2023,865.49,USD,961.07,JPY,1542.42
ACC00002,30-01-2023,Utility Bill,,30-01-2023,926.18,INR,653.38,SGD,4550.48
ACC00012,31-01-2023,ATM Withdrawal,,31-01-2023,37.18,SGD,547.12,SGD,3874.95
ACC00005,31-01-2023,ATM Withdrawal,,31-01-2023,184.4,INR,855.58,USD,3169.92
ACC00023,31-01-2023,Utility Bill,,31-01-2023,567.76,INR,54.38,EUR,2743.49
ACC00049,31-01-2023,Salary Credit,,31-01-2023,948.78,USD,195.32,USD,1414.19
ACC00005,31-01-2023,ATM Withdrawal,,31-01-2023,229.75,EUR,76.09,USD,4750.62
ACC00004,31-01-2023,Salary Credit,,31-01-2023,647.25,EUR,73.5,INR,3524.66
ACC00010,31-01-2023,ATM Withdrawal,,31-01-2023,529.97,USD,675.02,JPY,3066.35
ACC00012,01-02-2023,POS Purchase,,01-02-2023,834.12,SGD,540.07,SGD,4215.74
ACC00024,01-02-2023,Utility Bill,,01-02-2023,713.42,EUR,429.03,EUR,4679.98
ACC00018,01-02-2023,Salary Credit,,01-02-2023,327.71,USD,740.06,JPY,4125.35
ACC00009,01-02-2023,ATM Withdrawal,,01-02-2023,350.64,USD,476.97,EUR,2015.65
ACC00028,01-02-2023,Salary Credit,,01-02-2023,812.27,USD,791.5,INR,1973.65
ACC00010,01-02-2023,Salary Credit,,01-02-2023,136.62,EUR,541.92,EUR,2345.55
ACC00039,01-02-2023,POS Purchase,,01-02-2023,196.71,USD,875.41,JPY,3793.04
ACC00015,01-02-2023,ATM Withdrawal,,01-02-2023,632.87,SGD,333.16,SGD,1572.94
ACC00027,02-02-2023,ATM Withdrawal,,02-02-2023,331.92,SGD,501.67,SGD,2434.54
ACC00011,02-02-2023,Salary Credit,,02-02-2023,93.04,SGD,436.87,SGD,2584.45
ACC00018,02-02-2023,ATM Withdrawal,,02-02-2023,287.36,INR,154.61,JPY,3161.47
ACC00050,02-02-2023,POS Purchase,,02-02-2023,653.81,EUR,107.51,JPY,2912.22
ACC00008,03-02-2023,Salary Credit,,03-02-2023,184.56,SGD,862.39,USD,2435.54
ACC00045,03-02-2023,ATM Withdrawal,,03-02-2023,113.07,SGD,42.9,INR,4816.41
ACC00011,03-02-2023,POS Purchase,,03-02-2023,568.12,USD,292.02,EUR,1261.16
ACC00034,03-02-2023,Online Transfer,,03-02-2023,964.84,USD,526.51,JPY,3048.7
ACC00001,03-02-2023,ATM Withdrawal,,03-02-2023,799.81,INR,891.67,INR,2774.44
ACC00028,04-02-2023,Utility Bill,,04-02-2023,473.51,INR,766.78,EUR,4600.18
ACC00012,04-02-2023,Utility Bill,,04-02-2023,650.52,SGD,815.13,SGD,4156.82
ACC00048,04-02-2023,Online Transfer,,04-02-2023,776.83,USD,949.61,JPY,4968.75
ACC00032,04-02-2023,Utility Bill,,04-02-2023,314.96,INR,500.89,SGD,1455.38
ACC00023,04-02-2023,ATM Withdrawal,,04-02-2023,432.55,USD,711.14,EUR,4573.38
ACC00026,04-02-2023,POS Purchase,,04-02-2023,450.29,EUR,23.88,JPY,3227.4
ACC00037,04-02-2023,POS Purchase,,04-02-2023,584.98,EUR,961.93,JPY,2838.76
ACC00041,05-02-2023,Utility Bill,,05-02-2023,548,EUR,31.07,INR,2302.24
ACC00044,05-02-2023,Utility Bill,,05-02-2023,880.97,SGD,21.64,USD,1709.4
ACC00044,05-02-2023,POS Purchase,,05-02-2023,176.76,EUR,973.7,JPY,1750.04
ACC00040,05-02-2023,Salary Credit,,05-02-2023,928.49,EUR,646.87,USD,2061.27
ACC00042,05-02-2023,Online Transfer,,05-02-2023,604.58,EUR,583.12,EUR,2489.04
ACC00010,05-02-2023,POS Purchase,,05-02-2023,202.46,SGD,453.32,JPY,1734.13
ACC00010,05-02-2023,Utility Bill,,05-02-2023,150.97,INR,448.63,INR,2477.51
ACC00011,06-02-2023,Utility Bill,,06-02-2023,141.32,INR,671.36,EUR,2973.61
ACC00022,06-02-2023,ATM Withdrawal,,06-02-2023,400.23,INR,24.59,INR,2244.37
ACC00038,06-02-2023,Utility Bill,,06-02-2023,76.52,INR,201.1,SGD,3677.43
ACC00034,06-02-2023,Online Transfer,,06-02-2023,296.85,USD,663.46,INR,4516.92
ACC00045,06-02-2023,Online Transfer,,06-02-2023,562.13,EUR,441.5,JPY,3338.8
ACC00006,06-02-2023,Salary Credit,,06-02-2023,583.29,INR,427.72,SGD,4475.96
ACC00018,06-02-2023,POS Purchase,,06-02-2023,105.62,EUR,276.89,INR,4450.97
ACC00011,07-02-2023,POS Purchase,,07-02-2023,37.21,SGD,593.44,INR,3178.9
ACC00036,07-02-2023,ATM Withdrawal,,07-02-2023,331.2,USD,286.03,USD,2131.94
ACC00008,07-02-2023,POS Purchase,,07-02-2023,767.99,JPY,96.04,USD,1990.26
ACC00044,07-02-2023,Salary Credit,,07-02-2023,495.7,SGD,842.12,EUR,2479.56
ACC00019,07-02-2023,Utility Bill,,07-02-2023,234.78,SGD,851.59,INR,2989.66
ACC00022,07-02-2023,ATM Withdrawal,,07-02-2023,141.37,JPY,191.78,EUR,4494.55
ACC00049,07-02-2023,Utility Bill,,07-02-2023,61.3,EUR,522.79,USD,2014.08
ACC00032,07-02-2023,Utility Bill,,07-02-2023,729.61,SGD,854.65,USD,4539.03
ACC00007,08-02-2023,ATM Withdrawal,,08-02-2023,489.65,INR,766.99,EUR,1933.81
ACC00001,08-02-2023,Utility Bill,,08-02-2023,229.77,JPY,502.8,SGD,2750.49
ACC00048,08-02-2023,Online Transfer,,08-02-2023,24.93,USD,749.08,SGD,4841.27
ACC00048,08-02-2023,Utility Bill,,08-02-2023,224.72,INR,64.21,SGD,3464.19
ACC00043,08-02-2023,Salary Credit,,08-02-2023,904.77,JPY,405.23,INR,1920.98
ACC00011,08-02-2023,Salary Credit,,08-02-2023,392.42,JPY,49.74,USD,2899.53
ACC00013,08-02-2023,POS Purchase,,08-02-2023,831.03,SGD,781.12,INR,3377.96
ACC00023,09-02-2023,Utility Bill,,09-02-2023,78.52,JPY,951.67,SGD,4588.1
ACC00012,09-02-2023,Salary Credit,,09-02-2023,130.18,EUR,763.1,EUR,1093.23
ACC00045,09-02-2023,Utility Bill,,09-02-2023,170.98,EUR,729.92,SGD,4925.26
ACC00046,09-02-2023,Utility Bill,,09-02-2023,565.05,USD,754.88,INR,4293.33
ACC00014,09-02-2023,ATM Withdrawal,,09-02-2023,161.5,INR,303.08,USD,1573.78
ACC00007,10-02-2023,Salary Credit,,10-02-2023,328.74,USD,594.2,USD,1337.38
ACC00030,10-02-2023,Salary Credit,,10-02-2023,516.24,USD,167.15,USD,1467.82
ACC00027,10-02-2023,Utility Bill,,10-02-2023,342,SGD,855.91,INR,1765.28
ACC00043,10-02-2023,Salary Credit,,10-02-2023,327.95,INR,178.54,EUR,4263.24
ACC00046,10-02-2023,POS Purchase,,10-02-2023,558.04,USD,280.03,JPY,3723.88
ACC00023,10-02-2023,Online Transfer,,10-02-2023,117.84,INR,872.09,EUR,2695.29
ACC00008,10-02-2023,Online Transfer,,10-02-2023,626.01,USD,560.6,JPY,3408.37
ACC00041,11-02-2023,Online Transfer,,11-02-2023,186.54,USD,871.05,INR,1479.85
ACC00034,11-02-2023,POS Purchase,,11-02-2023,365.87,INR,981.31,USD,4326.15
ACC00029,11-02-2023,ATM Withdrawal,,11-02-2023,783.02,JPY,557.53,USD,3570.64
ACC00035,11-02-2023,Utility Bill,,11-02-2023,405.69,EUR,100.8,JPY,4999.2
ACC00023,11-02-2023,Utility Bill,,11-02-2023,18.17,USD,88.01,USD,4569.83
ACC00023,12-02-2023,Salary Credit,,12-02-2023,774.09,INR,404.97,EUR,3985.83
ACC00013,12-02-2023,Utility Bill,,12-02-2023,688.08,INR,335.97,SGD,4627.34
ACC00017,12-02-2023,Online Transfer,,12-02-2023,712.9,INR,714.87,USD,4615.38
ACC00046,12-02-2023,Salary Credit,,12-02-2023,830.57,INR,764.32,EUR,1226
ACC00033,12-02-2023,Salary Credit,,12-02-2023,99.82,USD,163.08,USD,4028.1
ACC00047,12-02-2023,Utility Bill,,12-02-2023,423.19,JPY,263.45,JPY,3754.43
ACC00036,12-02-2023,Online Transfer,,12-02-2023,547.86,EUR,955.11,USD,1934.79
ACC00033,12-02-2023,Utility Bill,,12-02-2023,223.32,USD,178.35,USD,1681.69
ACC00017,13-02-2023,ATM Withdrawal,,13-02-2023,38.03,EUR,244.49,USD,4616.82
ACC00036,13-02-2023,Salary Credit,,13-02-2023,661.23,USD,304.38,INR,4212.64
ACC00041,13-02-2023,Utility Bill,,13-02-2023,725.76,JPY,288.32,EUR,2695.55
ACC00004,13-02-2023,Salary Credit,,13-02-2023,204.82,EUR,499.85,JPY,2232
ACC00041,13-02-2023,ATM Withdrawal,,13-02-2023,846.87,USD,680.2,EUR,4490.16
ACC00047,13-02-2023,Salary Credit,,13-02-2023,470.33,INR,567.06,EUR,3162.91
ACC00017,13-02-2023,Utility Bill,,13-02-2023,880.72,SGD,246.74,JPY,2453.65
ACC00015,13-02-2023,Salary Credit,,13-02-2023,976.85,EUR,686.74,USD,4586.07
ACC00004,14-02-2023,Utility Bill,,14-02-2023,44.4,JPY,425.37,SGD,1596.88
ACC00040,14-02-2023,Utility Bill,,14-02-2023,611.52,JPY,605.69,JPY,1568.57
ACC00020,14-02-2023,Online Transfer,,14-02-2023,626.15,JPY,256.19,INR,3839.18
ACC00009,14-02-2023,Utility Bill,,14-02-2023,775.64,JPY,887.32,USD,1855.67
ACC00033,14-02-2023,Online Transfer,,14-02-2023,332.92,INR,205.21,SGD,2228.33
ACC00050,14-02-2023,Salary Credit,,14-02-2023,916.02,JPY,340.31,INR,3587.39
ACC00026,14-02-2023,Utility Bill,,14-02-2023,823.26,JPY,564.44,JPY,3152.3
ACC00012,15-02-2023,ATM Withdrawal,,15-02-2023,890.17,JPY,170.32,USD,4867.68
ACC00048,15-02-2023,Utility Bill,,15-02-2023,909.16,SGD,191.41,USD,3502.65
ACC00011,15-02-2023,ATM Withdrawal,,15-02-2023,685.47,SGD,582.09,SGD,1250.02
ACC00023,15-02-2023,Salary Credit,,15-02-2023,79.01,EUR,541.25,SGD,2560.54
ACC00044,16-02-2023,Online Transfer,,16-02-2023,940.01,SGD,762.92,SGD,3621.55
ACC00045,16-02-2023,Online Transfer,,16-02-2023,793.98,USD,110.89,JPY,2852.07
ACC00009,16-02-2023,ATM Withdrawal,,16-02-2023,551.68,JPY,441.11,INR,4826.29
ACC00003,16-02-2023,Online Transfer,,16-02-2023,514.02,EUR,819.77,INR,4375.33
ACC00019,16-02-2023,Utility Bill,,16-02-2023,262.35,INR,659.01,EUR,3650.04
ACC00050,16-02-2023,Utility Bill,,16-02-2023,290.12,INR,884.14,INR,4672.04
ACC00009,16-02-2023,Utility Bill,,16-02-2023,48.47,EUR,642.27,EUR,3950.55
ACC00023,16-02-2023,POS Purchase,,16-02-2023,260.31,EUR,839.89,USD,4617.04
ACC00025,17-02-2023,Utility Bill,,17-02-2023,209.05,JPY,941.92,INR,1504.14
ACC00044,17-02-2023,Online Transfer,,17-02-2023,602.35,JPY,923.22,USD,4397.39
ACC00038,17-02-2023,Salary Credit,,17-02-2023,152.48,JPY,438.69,SGD,1767.34
ACC00033,17-02-2023,Salary Credit,,17-02-2023,322.26,SGD,283.17,INR,1967.1
ACC00044,17-02-2023,ATM Withdrawal,,17-02-2023,16.36,JPY,318.21,SGD,2235.26
ACC00016,17-02-2023,Online Transfer,,17-02-2023,68.92,EUR,711.99,USD,1837.89
ACC00037,17-02-2023,Online Transfer,,17-02-2023,826.49,USD,309.37,USD,1507.83
ACC00008,17-02-2023,POS Purchase,,17-02-2023,227.54,SGD,508.09,INR,3720.79
ACC00006,18-02-2023,Salary Credit,,18-02-2023,302.06,JPY,35.28,SGD,2525.33
ACC00008,18-02-2023,Salary Credit,,18-02-2023,917.14,SGD,240.95,INR,3524.28
ACC00048,18-02-2023,POS Purchase,,18-02-2023,763.77,INR,732.14,SGD,4335.51
ACC00049,18-02-2023,POS Purchase,,18-02-2023,446.32,USD,175.17,JPY,3334
ACC00032,18-02-2023,Utility Bill,,18-02-2023,195.51,JPY,286.06,INR,4105.98
ACC00002,18-02-2023,Salary Credit,,18-02-2023,156.52,JPY,798.83,USD,4888.39
ACC00020,18-02-2023,Utility Bill,,18-02-2023,878.11,USD,307.07,USD,3254.17
ACC00019,19-02-2023,POS Purchase,,19-02-2023,422.2,JPY,722.38,SGD,4690.35
